Contig	name	Host_species	Location	Orientation	Best_viral_match	evalue NR	evalue PFAM	Element_name	virus_type	Virus	genus	identity	related gene product, total length		X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11		X12	X13	X14
idAnoDarlMG_H_01.Chr3	AdarRha20	Anopheles darlingi	32549218-32549409	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32548696	32549496	QGA70898.1	123	-	31.4	271	176	6	42	307	7.29E-27	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha21	Anopheles darlingi	32549699-32549890	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32549450	32549977	QGA70898.1	94.4	-	31.7	180	115	4	42	218	1.51E-17	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	192
idAnoDarlMG_H_01.Chr3	AdarRha22	Anopheles darlingi	32550180-32550371	-	Culex tritaeniorhynchus	2.00E-03	n.s.	192/63	Glycoprotein; Class III	ssRNA-	Rhabdoviridae	Culex tritaeniorhynchus rhabdovirus	46.1 %	192	NC_064875.1	32549931	32550365	QGA70898.1	96.3	-	35.6	149	89	3	72	218	3.69E-18	QGA70898.1 acc|GENBANK|QGA70898.1|NEIGHBOR|MK440621|hypothetical protein [Merida virus] acc=QGA70898.1 taxid=1803034	186
idAnoDarlMG_H_01.Chr3	AdarParti1	Anopheles darlingi	32446486-32446926	#ERROR!	Coquillettidia richiardii	2.00E-46	n.s.	441/146	No detected	dsRNA	Partitiviridae	Xanthi partiti-like virus	57.8 %	441	NC_064875.1	32446376	32447465	QHA33903.1	460	#ERROR!	66.1	363	118	4	0	358	4.12E-143	QHA33903.1 acc|GENBANK|QHA33903.1|GENBANK|MN661058|putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 taxid=2689327	441
idAnoDarlMG_H_01.Chr3	AdarParti2	Anopheles darlingi	32446993-32447271	#ERROR!	Culiseta longiareolata	2.00E-29	n.s.	279/92	No detected	dsRNA	Partitiviridae	Soufli partiti-like virus	61.9 %	279	NC_064875.1	32446376	32447465	QHA33903.1	460	#ERROR!	66.1	363	118	4	0	358	4.12E-143	QHA33903.1 acc|GENBANK|QHA33903.1|GENBANK|MN661058|putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 taxid=2689327	279
idAnoDarlMG_H_01.Chr3	AdarParti3	Anopheles darlingi	33435425-33436072	-	Anopheles darlingi	2.00E-84	n.s.	648/215	Putative capsid protein	dsRNA	Partitiviridae	Atrato Partiti-like virus 2	60.3 %	648	NC_064875.1	33435054	33436072	QHA33903.1	418	-	60.1	353	126	5	0	352	1.19E-128	QHA33903.1 acc|GENBANK|QHA33903.1|GENBANK|MN661058|putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 taxid=2689327	648
idAnoDarlMG_H_01.Chr3	AdarParti4	Anopheles darlingi	33435298-33435558	-	Culiseta longiareolata	5.00E-12	n.s.	261/86	No detected	dsRNA	Partitiviridae	Soufli partiti-like virus	51.5 %	261	NC_064875.1	33435054	33436072	QHA33903.1	418	-	60.1	353	126	5	0	352	1.19E-128	QHA33903.1 acc|GENBANK|QHA33903.1|GENBANK|MN661058|putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 taxid=2689327	261
idAnoDarlMG_H_01.Chr3	AdarParti5	Anopheles darlingi	33495264-33495911	-	Anopheles darlingi	2.00E-84	n.s.	648/215	Putative capsid protein	dsRNA	Partitiviridae	Atrato Partiti-like virus 2	60.3 %	648	NC_064875.1	33494893	33495911	QHA33903.1	418	-	60.1	353	126	5	0	352	1.19E-128	QHA33903.1 acc|GENBANK|QHA33903.1|GENBANK|MN661058|putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 taxid=2689327	648
idAnoDarlMG_H_01.Chr3	AdarParti6	Anopheles darlingi	33495137-33495397	-	Culiseta longiareolata	5.00E-12	n.s.	281/86	No detected	dsRNA	Partitiviridae	Soufli partiti-like virus	51.5 %	261	NC_064875.1	33494893	33495911	QHA33903.1	418	-	60.1	353	126	5	0	352	1.19E-128	QHA33903.1 acc|GENBANK|QHA33903.1|GENBANK|MN661058|putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 taxid=2689327	261
idAnoDarlMG_H_01.Chr3	AdarRibo1	Anopheles darlingi	43435409-43436617	#ERROR!	Hexapoda	2.00E-42	n.s.	1209/402	No detected	N/A	Riboviria	Wuhan insect virus 23	35.9 %	1209	NC_064875.1	43435600	43436614	QYW05753.1	188	#ERROR!	34.5	359	208	9	59	412	1.34E-49	QYW05753.1 acc|GENBANK|QYW05753.1|GENBANK|MZ600164|hypothetical protein [Partitiviridae sp.] acc=QYW05753.1 taxid=1955170	1015
idAnoDarlMG_H_01.ChrX	AdarChu10	Anopheles darlingi	7624919-7626926	-	Ixodes holocyclus	6.00E-75	n.s.	2010/669	Envelope glycoprotein	ssRNA-	Chuviridae	Genoa virus	26.5 %	2011	NC_064873.1	7625726	7626872	QPF16715.1	571	-	69.6	382	116	0	1	383	4.10E-183	QPF16715.1 acc|GENBANK|QPF16715.1|GENBANK|MT928173|glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 taxid=2789881	1147
idAnoDarlMG_H_01.ChrX	AdarChu11	Anopheles darlingi	7638229-7640226	#ERROR!	Ixodes holocyclus	7.00E-75	n.s.	1998/665	Envelope glycoprotein	ssRNA-	Chuviridae	Genoa virus	26.5 %	1998	NC_064873.1	7638294	7640208	API61888.1	528	#ERROR!	40	643	378	4	6	646	5.63E-164	API61888.1 acc|GENBANK|API61888.1|GENBANK|KX924631|glycoprotein [Mos8Chu0 chuvirus] acc=API61888.1 taxid=2847850	1915
tig00027226_pilon	Travis_contig7	Macrosiphum euphorbiae	137632-138266	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	84.90%	NA	JARHUA010000805.1	137245	138973	QVW56831.1	541	#ERROR!	50	580	268	8	62	624	6.30E-169	QVW56831.1 acc|GENBANK|QVW56831.1|GENBANK|MW046572|putative structural protein [Cecropis daurica parvoviridae sp.] acc=QVW56831.1 taxid=2794470	635
tig00029914_pilon	Travis_contig1	Macrosiphum euphorbiae	59559-60345	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	98.90%	NA	JARHUA010000803.1	59086	59839	QVW56830.1	330	-	61.8	251	96	0	0	251	5.75E-101	QVW56830.1 acc|GENBANK|QVW56830.1|GENBANK|MW046572|putative nonstructural protein [Cecropis daurica parvoviridae sp.] acc=QVW56830.1 taxid=2794470	281
tig00029914_pilon	Travis_contig1	Macrosiphum euphorbiae	59559-60345	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	98.90%	NA	JARHUA010000803.1	60128	61519	QVW56829.1	136	-	26.1	471	288	13	26	444	1.39E-31	QVW56829.1 acc|GENBANK|QVW56829.1|GENBANK|MW046572|putative nonstructural protein NS1 [Cecropis daurica parvoviridae sp.] acc=QVW56829.1 taxid=2794470	218
tig00029914_pilon	Travis_contig2	Macrosiphum euphorbiae	59114-59579	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	99.80%	NA	JARHUA010000803.1	59086	59839	QVW56830.1	330	-	61.8	251	96	0	0	251	5.75E-101	QVW56830.1 acc|GENBANK|QVW56830.1|GENBANK|MW046572|putative nonstructural protein [Cecropis daurica parvoviridae sp.] acc=QVW56830.1 taxid=2794470	466
tig00030708_pilon	Travis_contig1	Macrosiphum euphorbiae	197258-198038	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	96.70%	NA	JARHUA010000390.1	196641	198433	ALL74042.1	274	#ERROR!	33.1	631	357	15	161	761	3.28E-75	ALL74042.1 acc|GENBANK|ALL74042.1|GENBANK|KT239104|NS1 [Myzus persicae nicotianae densovirus] acc=ALL74042.1 taxid=1742422	781
tig00030708_pilon	Travis_contig2	Macrosiphum euphorbiae	198018-198433	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	96.20%	NA	JARHUA010000390.1	196641	198433	ALL74042.1	274	#ERROR!	33.1	631	357	15	161	761	3.28E-75	ALL74042.1 acc|GENBANK|ALL74042.1|GENBANK|KT239104|NS1 [Myzus persicae nicotianae densovirus] acc=ALL74042.1 taxid=1742422	416
tig00030708_pilon	Travis_contig5	Macrosiphum euphorbiae	91585-92758	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	99.90%	NA	JARHUA010000390.1	91556	92195	QVW56830.1	305	-	68.1	213	68	0	38	251	1.67E-92	QVW56830.1 acc|GENBANK|QVW56830.1|GENBANK|MW046572|putative nonstructural protein [Cecropis daurica parvoviridae sp.] acc=QVW56830.1 taxid=2794470	611
tig00030708_pilon	Travis_contig6	Macrosiphum euphorbiae	84525-85562	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	99.80%	NA	JARHUA010000390.1	85216	86891	QVW56827.1	598	#ERROR!	52.9	563	239	6	0	541	5.78E-190	QVW56827.1 acc|GENBANK|QVW56827.1|GENBANK|MW046571|putative structural protein [Cecropis daurica parvoviridae sp.] acc=QVW56827.1 taxid=2794470	347
tig00030708_pilon	Travis_contig7	Macrosiphum euphorbiae	85557-86191	n.s.	n.s.	n.s.	n.s.	n.s.	n.s.	ssDNA	Ambidensovirus	NA	100.00%	NA	JARHUA010000390.1	85216	86891	QVW56827.1	598	#ERROR!	52.9	563	239	6	0	541	5.78E-190	QVW56827.1 acc|GENBANK|QVW56827.1|GENBANK|MW046571|putative structural protein [Cecropis daurica parvoviridae sp.] acc=QVW56827.1 taxid=2794470	635
