eve_id	confidence	eve_score	suggests	because	locus	start	stop	length	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
AADN02_EVE061	high	43	maybe-viral (12), viral (7), non-viral (3)	uncharacterized protein (10), envelope (4), annotated protein of Eukaryota (3), VDB (3), polyprotein protein (2)	AADN02071052.1_4376-4651:-	4,376	4,651	275	1.47E-09	35	uncharacterized protein LOC121080680 n=4 Tax=Falco naumanni  RepID=UPI001ADDF729	envelope polyprotein [Retroviridae sp.] acc=QLI47669.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Retroviridae sp.	Chordata
AADN02_EVE062	high	42	maybe-viral (10), viral (7), non-viral (4)	uncharacterized protein (6), VDB (6), polyprotein protein (4), annotated protein of Eukaryota (3), annotated protein of unclassified root superkingdom (1), envelope (1)	AADN02046349.1_48-467:+	48	467	419	4.59E-52	63.9	Uncharacterized protein LOC106490452 n=7 Tax=Apteryx  RepID=A0A8B7JB33_9AVES	envelope protein [Avian leukosis virus] acc=AHG50454.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Alpharetrovirus;s__Avian leukosis virus	Chordata
AADN02_EVE063	high	41	non-viral (3), viral (3), maybe-viral (2)	annotated protein of Eukaryota (3), uncharacterized protein (2), VDB (2), UDB Viruses (1)	AADN02043096.1_96-855:+	96	855	759	1.96E-07	28.8	mucin-12-like n=1 Tax=Meles meles  RepID=UPI001E69E295	overlapping protein/movement protein [Physalis mottle virus] acc=NP_619755.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus physalis	Kitrinoviricota
AADN02_EVE064	high	40	maybe-viral (12), viral (6), non-viral (3)	uncharacterized protein (12), envelope (5), annotated protein of Eukaryota (3), VDB (1)	AADN02036070.1_69-458:+	69	458	389	5.10E-09	30.9	uncharacterized protein LOC121080680 n=4 Tax=Falco naumanni  RepID=UPI001ADDF729	gag/env fusion protein [Gallus gallus] acc=AAD49806.1	NA	Chordata
AADN02_EVE065	high	40	maybe-viral (12), viral (6), non-viral (3)	uncharacterized protein (8), VDB (6), polyprotein protein (4), annotated protein of Eukaryota (2), annotated protein of unclassified root superkingdom (1)	AADN02046404.1_4353-4724:+	4,353	4,724	371	1.31E-70	87.9	uncharacterized protein LOC771474 n=3 Tax=Gallus gallus  RepID=UPI001F00225F	envelope precursor protein [Avian leukosis virus] acc=AAG45096.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Alpharetrovirus;s__Avian leukosis virus	Chordata
AADN02_EVE066	high	40	non-viral (2), viral (2), maybe-viral (1)	annotated protein of Eukaryota (2), UDB Viruses (1), uncharacterized protein (1), VDB (1)	AADN02071097.1_456-1109:+	456	1,109	653	1.24E-12	81	mamu class II histocompatibility antigen, DR alpha chain-like n=1 Tax=Meleagris gallopavo  RepID=UPI00093B52A5	overlapping protein/movement protein [Physalis mottle virus] acc=NP_619755.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus physalis	Chordata
AADN02_EVE067	high	39	maybe-viral (1), non-viral (1), viral (1)	annotated protein of Eukaryota (1), uncharacterized protein (1), VDB (1)	AADN02054787.1_493-824:+	493	824	331	2.13E-05	33.9	Uncharacterized protein n=1 Tax=Nannochloropsis gaditana  RepID=W7TTC3_9STRA	movement protein [Andean potato latent virus] acc=QYA72534.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus latandigenum	Kitrinoviricota
AADN02_EVE068	high	38	maybe-viral (13), viral (5), non-viral (2)	uncharacterized protein (9), VDB (5), polyprotein protein (4), annotated protein of Eukaryota (1), annotated protein of unclassified root superkingdom (1)	AADN02008224.1_53418-53783:-	53,418	53,783	365	5.15E-67	86.9	uncharacterized protein LOC771474 n=3 Tax=Gallus gallus  RepID=UPI001F00225F	envelope precursor protein [Avian leukosis virus] acc=AAG45096.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Alpharetrovirus;s__Avian leukosis virus	Chordata
AADN02_EVE069	high	38	maybe-viral (13), viral (5), non-viral (2)	uncharacterized protein (8), polyprotein protein (5), VDB (5), annotated protein of Eukaryota (1), annotated protein of unclassified root superkingdom (1)	AADN02054169.1_43139-43651:-	43,139	43,651	512	1.74E-83	69	uncharacterized protein LOC104915773 n=2 Tax=Neognathae  RepID=UPI00093898E4	envelope precursor protein [Avian leukosis virus] acc=AAG45096.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Alpharetrovirus;s__Avian leukosis virus	Chordata
AADN02_EVE070	high	35	non-viral (4), maybe-viral (3), viral (3)	annotated protein of Eukaryota (4), uncharacterized protein (3), VDB (2), UDB Viruses (1)	AADN02043633.1_2074-2784:-	2,074	2,784	710	5.00E-06	27.7	Mediator of RNA polymerase II transcription subunit 13 n=1 Tax=Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7)  RepID=F4SAV1_MELLP	Overlapping protein/movement protein n=2 Tax=Chiltepin yellow mosaic virus  RepID=D6CFW7_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus chiltepini	Arthropoda
AADN02_EVE071	high	34	non-viral (2), viral (1)	annotated protein of Bacteria (1), annotated protein of Eukaryota (1), VDB (1)	AADN02038912.1_24-568:+	24	568	544	2.01E-06	31.9	PD40 domain-containing protein n=1 Tax=Abditibacteriaceae bacterium  RepID=A0A951H937_UNCAB	movement protein [Turnip yellow mosaic virus] acc=AMH40124.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus brassicae	Abditibacteriota
AADN02_EVE072	high	34	maybe-viral (6), non-viral (3), viral (3)	uncharacterized protein (6), annotated protein of Eukaryota (3), VDB (2), UDB Viruses (1)	AADN02039869.1_319-1310:+	319	1,310	991	6.15E-07	27.2	DDT domain-containing protein n=1 Tax=Tremellales sp. Tagirdzhanova-0007  RepID=A0A8J1YRZ5_9TREE	overlapping protein/movement protein [Physalis mottle virus] acc=NP_619755.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus physalis	Arthropoda
AADN02_EVE073	high	34	non-viral (4), maybe-viral (3), viral (3)	annotated protein of Eukaryota (4), uncharacterized protein (3), VDB (2), UDB Viruses (1)	AADN02075118.1_5-768:+	5	768	763	8.46E-07	27.2	Extensin-like n=2 Tax=Salmo salar  RepID=A0A1S3SB32_SALSA	overlapping protein/movement protein [Physalis mottle virus] acc=NP_619755.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus physalis	Arthropoda
AADN02_EVE074	high	33	maybe-viral (10), non-viral (6), viral (5)	uncharacterized protein (8), annotated protein of Eukaryota (6), VDB (3), envelope (2), polyprotein protein (2)	AADN02022254.1_214-543:+	214	543	329	5.82E-48	73.1	syncytin-A-like n=5 Tax=Passeriformes  RepID=UPI001749B35B	envelope precursor protein [Avian leukosis virus] acc=AAG45096.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Alpharetrovirus;s__Avian leukosis virus	Chordata
AADN02_EVE075	high	33	maybe-viral (4), non-viral (4), viral (3)	annotated protein of Eukaryota (4), uncharacterized protein (4), VDB (3)	AADN02027224.1_190-1017:+	190	1,017	827	2.49E-06	30.3	uncharacterized protein n=1 Tax=Gamsiella multidivaricata  RepID=UPI00221F9DBF	69K protein [Naranjilla chlorotic mosaic virus] acc=AUR53411.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__unclassified Tymoviridae genus;s__Naranjilla chlorotic mosaic virus	Basidiomycota
AADN02_EVE076	high	33	maybe-viral (6), viral (5), non-viral (3), false-viral (1)	uncharacterized protein (5), annotated protein of Eukaryota (3), VDB (3), UDB Viruses (2), hypothetical protein (1), ubiquitin (1)	AADN02039876.1_2000-3039:+	2,000	3,039	1,039	8.74E-07	26	OTU deubiquitinase 4 n=1 Tax=Sphaeramia orbicularis  RepID=A0A673ACH0_9TELE	69K protein [Naranjilla chlorotic mosaic virus] acc=AUR53411.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__unclassified Tymoviridae genus;s__Naranjilla chlorotic mosaic virus	Chordata
AADN02_EVE077	high	32	maybe-viral (8), non-viral (7), viral (5)	annotated protein of Eukaryota (7), uncharacterized protein (7), envelope (3), VDB (2), polyprotein protein (1)	AADN02011454.1_2182-2697:+	2,182	2,697	515	8.59E-67	60.5	syncytin-A-like n=5 Tax=Passeriformes  RepID=UPI001749B35B	envelope protein [Avian leukosis virus] acc=AHG50454.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Alpharetrovirus;s__Avian leukosis virus	Chordata
AADN02_EVE078	high	32	maybe-viral (7), non-viral (6), viral (4)	uncharacterized protein (7), annotated protein of Eukaryota (6), VDB (3), UDB Viruses (1)	AADN02039868.1_1649-2532:+	1,649	2,532	883	7.78E-10	27.6	overlapping protein/movement protein [Physalis mottle virus] acc=NP_619755.1	overlapping protein/movement protein [Physalis mottle virus] acc=NP_619755.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus physalis	Arthropoda
AADN02_EVE079	high	31	maybe-viral (13), non-viral (4), viral (4)	uncharacterized protein (9), polyprotein protein (4), VDB (4), annotated protein of Eukaryota (3), annotated protein of unclassified root superkingdom (1)	AADN02034446.1_8266-8697:-	8,266	8,697	431	6.69E-68	69.4	uncharacterized protein LOC104915773 n=2 Tax=Neognathae  RepID=UPI00093898E4	envelope precursor protein [Avian leukosis virus] acc=AAG45096.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Alpharetrovirus;s__Avian leukosis virus	Chordata
AADN02_EVE080	high	31	maybe-viral (3), non-viral (1), viral (1)	uncharacterized protein (2), annotated protein of Eukaryota (1), hypothetical protein (1), VDB (1)	AADN02056776.1_976-1308:-	976	1,308	332	3.04E-08	81.5	microtubule-associated protein tau-like n=1 Tax=Meleagris gallopavo  RepID=UPI0012ABCD39	E2 [Canis familiaris papillomavirus 15] acc=AGA15834.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Chipapillomavirus;s__Chipapillomavirus 3	Chordata
AADN02_EVE081	high	31	non-viral (7), maybe-viral (4), viral (4)	annotated protein of Eukaryota (7), uncharacterized protein (4), VDB (3), UDB Viruses (1)	AADN02065510.1_700-1652:-	700	1,652	952	3.56E-08	26.3	Extensin-like n=2 Tax=Salmo salar  RepID=A0A1S3SB32_SALSA	overlapping protein/movement protein [Physalis mottle virus] acc=NP_619755.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus physalis	Basidiomycota
AADN02_EVE082	low	37	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2)	AADN02056313.1_463-891:-	463	891	428	3.17E-37	50.8	Retroviral Gag polyprotein M domain-containing protein n=1 Tax=Gallus gallus  RepID=A0A8V0Y859_CHICK	NA	NA	Chordata
AADN02_EVE083	low	37	viral (7), retro (6), non-viral (4), maybe-viral (3)	envelope (7), retro (6), annotated protein of Eukaryota (4), uncharacterized protein (2), polyprotein protein (1)	AADN02058521.1_1320-1717:-	1,320	1,717	397	4.15E-79	94	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE084	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), polyprotein protein (1), uncharacterized protein (1)	AADN02022355.1_775-1173:-	775	1,173	398	2.82E-74	91	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE085	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), polyprotein protein (1), uncharacterized protein (1)	AADN02032490.1_949-1314:-	949	1,314	365	2.59E-68	89.3	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE086	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2)	AADN02034664.1_322-718:-	322	718	396	6.89E-66	84.3	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE087	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), polyprotein protein (1), uncharacterized protein (1)	AADN02037708.1_30-398:-	30	398	368	3.79E-65	86.9	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE088	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), polyprotein protein (1), uncharacterized protein (1)	AADN02052856.1_630-983:-	630	983	353	1.83E-57	82.2	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE089	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2)	AADN02059413.1_420-827:-	420	827	407	2.84E-63	78.5	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE090	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), polyprotein protein (1), uncharacterized protein (1)	AADN02064474.1_11287-11652:-	11,287	11,652	365	1.45E-64	86.9	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE091	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), polyprotein protein (1), uncharacterized protein (1)	AADN02067236.1_680-1045:+	680	1,045	365	8.10E-64	86.1	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE092	low	36	viral (7), retro (6), non-viral (5), maybe-viral (2)	envelope (7), retro (6), annotated protein of Eukaryota (5), polyprotein protein (1), uncharacterized protein (1)	AADN02071839.1_383-781:+	383	781	398	1.08E-79	91.7	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE093	low	34	retro (7), viral (6), maybe-viral (4), non-viral (3)	retro (7), envelope (6), annotated protein of Eukaryota (3), uncharacterized protein (3), polyprotein protein (1)	AADN02077495.1_3109-3561:-	3,109	3,561	452	2.00E-59	62.3	Envelope glycoprotein n=10 Tax=Accipitrinae  RepID=A0A8C0C0H1_9AVES	NA	NA	Chordata
AADN02_EVE094	low	33	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02027201.1_310-735:-	310	735	425	1.07E-82	88.7	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE095	low	33	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02041640.1_2882-3247:+	2,882	3,247	365	3.25E-66	85.2	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE096	low	33	non-viral (6), viral (6), maybe-viral (4), retro (4)	annotated protein of Eukaryota (6), envelope (6), retro (4), uncharacterized protein (4)	AADN02061519.1_162-506:-	162	506	344	3.66E-25	51.3	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE097	low	33	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02068623.1_267-674:-	267	674	407	5.12E-67	82.2	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE098	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02014579.1_1949-2347:-	1,949	2,347	398	1.26E-63	79.7	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE099	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02026193.1_3276-3674:+	3,276	3,674	398	1.24E-60	78.9	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE100	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02031550.1_1782-2180:-	1,782	2,180	398	5.02E-63	78.9	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE101	low	32	non-viral (6), retro (6), viral (6), maybe-viral (2)	annotated protein of Eukaryota (6), envelope (6), retro (6), uncharacterized protein (2)	AADN02041641.1_92-385:+	92	385	293	9.52E-49	83.7	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE102	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02042123.1_858-1274:+	858	1,274	416	5.78E-67	79.9	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE104	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02047187.1_1597-1995:-	1,597	1,995	398	1.80E-66	83.5	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE105	low	32	non-viral (6), viral (6), retro (5), maybe-viral (3)	annotated protein of Eukaryota (6), envelope (6), retro (5), uncharacterized protein (3)	AADN02047200.1_1065-1577:-	1,065	1,577	512	1.89E-44	80.6	ERVV2 protein n=2 Tax=Phasianinae  RepID=A0A669QDZ7_PHACC	NA	NA	Chordata
AADN02_EVE106	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02051429.1_135-533:-	135	533	398	1.01E-65	82.7	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE107	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02057124.1_726-1142:-	726	1,142	416	3.24E-66	79.1	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE108	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02058504.1_1003-1401:-	1,003	1,401	398	3.96E-62	79.7	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
AADN02_EVE109	low	32	retro (6), viral (6), non-viral (5), maybe-viral (3)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), polyprotein protein (1)	AADN02058738.1_929-1327:+	929	1,327	398	8.96E-64	80.5	Female expressed transcript 1 n=1 Tax=Gallus gallus  RepID=Q8JGM1_CHICK	NA	NA	Chordata
